StringID      Type      x         y         demand    ReadyTime DueDate   ServiceTime
D0            d         35.0      35.0      0.0       0.0       1000.0    0.0       
S0            f         35.0      35.0      0.0       0.0       1000.0    0.0       
S1            f         9.0       25.0      0.0       0.0       1000.0    0.0       
S2            f         70.0      33.0      0.0       0.0       1000.0    0.0       
S3            f         15.0      38.0      0.0       0.0       1000.0    0.0       
S4            f         47.0      63.0      0.0       0.0       1000.0    0.0       
S5            f         68.0      14.0      0.0       0.0       1000.0    0.0       
S6            f         55.0      21.0      0.0       0.0       1000.0    0.0       
S7            f         52.0      33.0      0.0       0.0       1000.0    0.0       
S8            f         28.0      62.0      0.0       0.0       1000.0    0.0       
S9            f         20.0      49.0      0.0       0.0       1000.0    0.0       
S10           f         54.0      1.0       0.0       0.0       1000.0    0.0       
S11           f         7.0       66.0      0.0       0.0       1000.0    0.0       
S12           f         37.0      9.0       0.0       0.0       1000.0    0.0       
S13           f         16.0      14.0      0.0       0.0       1000.0    0.0       
S14           f         68.0      47.0      0.0       0.0       1000.0    0.0       
S15           f         63.0      67.0      0.0       0.0       1000.0    0.0       
S16           f         47.0      10.0      0.0       0.0       1000.0    0.0       
S17           f         66.0      0.0       0.0       0.0       1000.0    0.0       
S18           f         18.0      66.0      0.0       0.0       1000.0    0.0       
S19           f         25.0      2.0       0.0       0.0       1000.0    0.0       
S20           f         51.0      44.0      0.0       0.0       1000.0    0.0       
C0            c         13.0      18.0      3.0       733.0     830.0     10.0      
C1            c         9.0       32.0      22.0      740.0     887.0     10.0      
C2            c         48.0      10.0      7.0       80.0      196.0     10.0      
C3            c         41.0      21.0      12.0      166.0     322.0     10.0      
C4            c         9.0       32.0      19.0      857.0     952.0     10.0      
C5            c         20.0      3.0       8.0       862.0     963.0     10.0      
C6            c         18.0      1.0       4.0       568.0     700.0     10.0      
C7            c         23.0      55.0      26.0      373.0     529.0     10.0      
C8            c         63.0      24.0      16.0      518.0     649.0     10.0      
C9            c         12.0      50.0      6.0       33.0      121.0     10.0      
C10           c         57.0      18.0      5.0       553.0     679.0     10.0      
C11           c         36.0      22.0      9.0       690.0     876.0     10.0      
C12           c         39.0      1.0       8.0       141.0     263.0     10.0      
C13           c         30.0      44.0      7.0       24.0      157.0     10.0      
C14           c         18.0      41.0      12.0      63.0      175.0     10.0      
C15           c         50.0      63.0      18.0      279.0     423.0     10.0      
C16           c         6.0       4.0       5.0       719.0     845.0     10.0      
C17           c         47.0      59.0      14.0      522.0     616.0     10.0      
C18           c         66.0      63.0      9.0       280.0     339.0     10.0      
C19           c         44.0      65.0      32.0      736.0     863.0     10.0      
C20           c         36.0      67.0      21.0      132.0     312.0     10.0      
C21           c         69.0      13.0      7.0       700.0     765.0     10.0      
C22           c         2.0       51.0      17.0      63.0      167.0     10.0      
C23           c         54.0      23.0      11.0      666.0     834.0     10.0      
C24           c         67.0      29.0      3.0       172.0     284.0     10.0      
C25           c         67.0      4.0       15.0      446.0     505.0     10.0      
C26           c         63.0      16.0      29.0      577.0     664.0     10.0      
C27           c         46.0      15.0      13.0      29.0      186.0     10.0      
C28           c         8.0       69.0      6.0       341.0     436.0     10.0      
C29           c         3.0       10.0      3.0       407.0     540.0     10.0      
C30           c         0.0       68.0      4.0       234.0     386.0     10.0      
C31           c         28.0      34.0      25.0      578.0     757.0     10.0      
C32           c         30.0      65.0      11.0      129.0     297.0     10.0      
C33           c         69.0      38.0      5.0       299.0     437.0     10.0      
C34           c         5.0       25.0      14.0      253.0     396.0     10.0      
C35           c         23.0      24.0      12.0      517.0     627.0     10.0      
C36           c         1.0       9.0       9.0       174.0     334.0     10.0      
C37           c         8.0       15.0      38.0      157.0     301.0     10.0      
C38           c         43.0      4.0       18.0      710.0     822.0     10.0      
C39           c         57.0      21.0      23.0      594.0     729.0     10.0      
C40           c         58.0      30.0      28.0      557.0     712.0     10.0      
C41           c         1.0       45.0      17.0      663.0     814.0     10.0      
C42           c         17.0      66.0      24.0      652.0     762.0     10.0      
C43           c         6.0       49.0      14.0      56.0      163.0     10.0      
C44           c         21.0      50.0      22.0      364.0     523.0     10.0      
C45           c         10.0      24.0      15.0      29.0      181.0     10.0      
C46           c         64.0      47.0      17.0      645.0     806.0     10.0      
C47           c         0.0       23.0      14.0      880.0     959.0     10.0      
C48           c         18.0      65.0      26.0      438.0     581.0     10.0      
C49           c         34.0      10.0      15.0      28.0      123.0     10.0      
C50           c         69.0      65.0      11.0      507.0     622.0     10.0      
C51           c         18.0      44.0      5.0       372.0     455.0     10.0      
C52           c         23.0      13.0      18.0      79.0      240.0     10.0      
C53           c         30.0      31.0      4.0       25.0      147.0     10.0      
C54           c         18.0      39.0      16.0      34.0      156.0     10.0      
C55           c         61.0      8.0       15.0      716.0     815.0     10.0      
C56           c         31.0      32.0      12.0      13.0      120.0     10.0      
C57           c         39.0      25.0      15.0      633.0     793.0     10.0      
C58           c         44.0      2.0       14.0      49.0      135.0     10.0      
C59           c         69.0      34.0      31.0      408.0     495.0     10.0      
C60           c         52.0      54.0      20.0      852.0     962.0     10.0      
C61           c         12.0      35.0      5.0       187.0     337.0     10.0      
C62           c         51.0      34.0      7.0       21.0      124.0     10.0      
C63           c         45.0      58.0      10.0      347.0     508.0     10.0      
C64           c         45.0      31.0      11.0      32.0      188.0     10.0      
C65           c         21.0      41.0      8.0       457.0     580.0     10.0      
C66           c         5.0       58.0      11.0      684.0     776.0     10.0      
C67           c         58.0      65.0      9.0       658.0     804.0     10.0      
C68           c         48.0      39.0      9.0       147.0     289.0     10.0      
C69           c         50.0      59.0      30.0      507.0     655.0     10.0      
C70           c         15.0      28.0      15.0      567.0     697.0     10.0      
C71           c         43.0      49.0      14.0      371.0     481.0     10.0      
C72           c         40.0      66.0      16.0      465.0     588.0     10.0      
C73           c         31.0      51.0      35.0      145.0     259.0     10.0      
C74           c         21.0      46.0      10.0      513.0     623.0     10.0      
C75           c         39.0      26.0      17.0      773.0     938.0     10.0      
C76           c         33.0      9.0       9.0       33.0      132.0     10.0      
C77           c         27.0      4.0       14.0      447.0     591.0     10.0      
C78           c         68.0      59.0      20.0      606.0     738.0     10.0      
C79           c         53.0      46.0      23.0      386.0     539.0     10.0      
C80           c         64.0      51.0      12.0      482.0     641.0     10.0      
C81           c         26.0      69.0      8.0       741.0     852.0     10.0      
C82           c         29.0      37.0      29.0      621.0     754.0     10.0      
C83           c         48.0      42.0      17.0      724.0     827.0     10.0      
C84           c         27.0      60.0      7.0       563.0     708.0     10.0      
C85           c         32.0      48.0      16.0      34.0      189.0     10.0      
C86           c         16.0      17.0      4.0       28.0      118.0     10.0      
C87           c         35.0      54.0      5.0       694.0     817.0     10.0      
C88           c         0.0       0.0       11.0      62.0      153.0     10.0      
C89           c         27.0      25.0      12.0      511.0     661.0     10.0      
C90           c         23.0      17.0      12.0      444.0     558.0     10.0      
C91           c         58.0      19.0      12.0      388.0     536.0     10.0      
C92           c         16.0      8.0       19.0      44.0      186.0     10.0      
C93           c         53.0      43.0      18.0      664.0     822.0     10.0      
C94           c         53.0      9.0       27.0      202.0     308.0     10.0      
C95           c         40.0      23.0      11.0      498.0     636.0     10.0      
C96           c         68.0      41.0      14.0      35.0      184.0     10.0      
C97           c         53.0      3.0       9.0       426.0     563.0     10.0      
C98           c         37.0      15.0      2.0       50.0      159.0     10.0      
C99           c         17.0      54.0      4.0       32.0      163.0     10.0      

Q Vehicle fuel tank capacity /187.7/
C Vehicle load capacity /1000.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.2/
v average Velocity /1.0/
