StringID      Type      x         y         demand    ReadyTime DueDate   ServiceTime
D0            d         35.0      35.0      0.0       0.0       1000.0    0.0       
S0            f         35.0      35.0      0.0       0.0       1000.0    0.0       
S1            f         9.0       25.0      0.0       0.0       1000.0    0.0       
S2            f         70.0      33.0      0.0       0.0       1000.0    0.0       
S3            f         15.0      38.0      0.0       0.0       1000.0    0.0       
S4            f         47.0      63.0      0.0       0.0       1000.0    0.0       
S5            f         68.0      14.0      0.0       0.0       1000.0    0.0       
S6            f         55.0      21.0      0.0       0.0       1000.0    0.0       
S7            f         52.0      33.0      0.0       0.0       1000.0    0.0       
S8            f         28.0      62.0      0.0       0.0       1000.0    0.0       
S9            f         20.0      49.0      0.0       0.0       1000.0    0.0       
S10           f         54.0      1.0       0.0       0.0       1000.0    0.0       
S11           f         7.0       66.0      0.0       0.0       1000.0    0.0       
S12           f         37.0      9.0       0.0       0.0       1000.0    0.0       
S13           f         16.0      14.0      0.0       0.0       1000.0    0.0       
S14           f         68.0      47.0      0.0       0.0       1000.0    0.0       
S15           f         63.0      67.0      0.0       0.0       1000.0    0.0       
S16           f         47.0      10.0      0.0       0.0       1000.0    0.0       
S17           f         66.0      0.0       0.0       0.0       1000.0    0.0       
S18           f         18.0      66.0      0.0       0.0       1000.0    0.0       
S19           f         25.0      2.0       0.0       0.0       1000.0    0.0       
S20           f         51.0      44.0      0.0       0.0       1000.0    0.0       
C0            c         13.0      18.0      3.0       376.0     807.0     10.0      
C1            c         9.0       32.0      22.0      30.0      495.0     10.0      
C2            c         48.0      10.0      7.0       343.0     786.0     10.0      
C3            c         41.0      21.0      12.0      505.0     876.0     10.0      
C4            c         9.0       32.0      19.0      33.0      491.0     10.0      
C5            c         20.0      3.0       8.0       313.0     640.0     10.0      
C6            c         18.0      1.0       4.0       766.0     973.0     10.0      
C7            c         23.0      55.0      26.0      420.0     641.0     10.0      
C8            c         63.0      24.0      16.0      380.0     692.0     10.0      
C9            c         12.0      50.0      6.0       493.0     812.0     10.0      
C10           c         57.0      18.0      5.0       413.0     799.0     10.0      
C11           c         36.0      22.0      9.0       30.0      387.0     10.0      
C12           c         39.0      1.0       8.0       460.0     703.0     10.0      
C13           c         30.0      44.0      7.0       605.0     957.0     10.0      
C14           c         18.0      41.0      12.0      279.0     681.0     10.0      
C15           c         50.0      63.0      18.0      32.0      670.0     10.0      
C16           c         6.0       4.0       5.0       354.0     818.0     10.0      
C17           c         47.0      59.0      14.0      92.0      349.0     10.0      
C18           c         66.0      63.0      9.0       99.0      552.0     10.0      
C19           c         44.0      65.0      32.0      273.0     704.0     10.0      
C20           c         36.0      67.0      21.0      54.0      495.0     10.0      
C21           c         69.0      13.0      7.0       109.0     316.0     10.0      
C22           c         2.0       51.0      17.0      571.0     824.0     10.0      
C23           c         54.0      23.0      11.0      49.0      506.0     10.0      
C24           c         67.0      29.0      3.0       517.0     936.0     10.0      
C25           c         67.0      4.0       15.0      327.0     838.0     10.0      
C26           c         63.0      16.0      29.0      339.0     743.0     10.0      
C27           c         46.0      15.0      13.0      42.0      514.0     10.0      
C28           c         8.0       69.0      6.0       61.0      383.0     10.0      
C29           c         3.0       10.0      3.0       667.0     940.0     10.0      
C30           c         0.0       68.0      4.0       105.0     589.0     10.0      
C31           c         28.0      34.0      25.0      266.0     749.0     10.0      
C32           c         30.0      65.0      11.0      37.0      397.0     10.0      
C33           c         69.0      38.0      5.0       663.0     899.0     10.0      
C34           c         5.0       25.0      14.0      49.0      320.0     10.0      
C35           c         23.0      24.0      12.0      30.0      356.0     10.0      
C36           c         1.0       9.0       9.0       156.0     570.0     10.0      
C37           c         8.0       15.0      38.0      267.0     649.0     10.0      
C38           c         43.0      4.0       18.0      210.0     657.0     10.0      
C39           c         57.0      21.0      23.0      189.0     526.0     10.0      
C40           c         58.0      30.0      28.0      27.0      284.0     10.0      
C41           c         1.0       45.0      17.0      96.0      361.0     10.0      
C42           c         17.0      66.0      24.0      49.0      470.0     10.0      
C43           c         6.0       49.0      14.0      565.0     972.0     10.0      
C44           c         21.0      50.0      22.0      27.0      487.0     10.0      
C45           c         10.0      24.0      15.0      745.0     940.0     10.0      
C46           c         64.0      47.0      17.0      309.0     938.0     10.0      
C47           c         0.0       23.0      14.0      617.0     885.0     10.0      
C48           c         18.0      65.0      26.0      342.0     649.0     10.0      
C49           c         34.0      10.0      15.0      30.0      234.0     10.0      
C50           c         69.0      65.0      11.0      346.0     598.0     10.0      
C51           c         18.0      44.0      5.0       114.0     706.0     10.0      
C52           c         23.0      13.0      18.0      42.0      561.0     10.0      
C53           c         30.0      31.0      4.0       15.0      477.0     10.0      
C54           c         18.0      39.0      16.0      647.0     912.0     10.0      
C55           c         61.0      8.0       15.0      473.0     706.0     10.0      
C56           c         31.0      32.0      12.0      437.0     727.0     10.0      
C57           c         39.0      25.0      15.0      472.0     834.0     10.0      
C58           c         44.0      2.0       14.0      291.0     833.0     10.0      
C59           c         69.0      34.0      31.0      52.0      551.0     10.0      
C60           c         52.0      54.0      20.0      743.0     970.0     10.0      
C61           c         12.0      35.0      5.0       779.0     934.0     10.0      
C62           c         51.0      34.0      7.0       17.0      528.0     10.0      
C63           c         45.0      58.0      10.0      307.0     467.0     10.0      
C64           c         45.0      31.0      11.0      196.0     370.0     10.0      
C65           c         21.0      41.0      8.0       16.0      363.0     10.0      
C66           c         5.0       58.0      11.0      41.0      661.0     10.0      
C67           c         58.0      65.0      9.0       74.0      803.0     10.0      
C68           c         48.0      39.0      9.0       399.0     846.0     10.0      
C69           c         50.0      59.0      30.0      709.0     963.0     10.0      
C70           c         15.0      28.0      15.0      595.0     972.0     10.0      
C71           c         43.0      49.0      14.0      30.0      308.0     10.0      
C72           c         40.0      66.0      16.0      609.0     970.0     10.0      
C73           c         31.0      51.0      35.0      439.0     801.0     10.0      
C74           c         21.0      46.0      10.0      20.0      375.0     10.0      
C75           c         39.0      26.0      17.0      385.0     746.0     10.0      
C76           c         33.0      9.0       9.0       250.0     694.0     10.0      
C77           c         27.0      4.0       14.0      453.0     703.0     10.0      
C78           c         68.0      59.0      20.0      808.0     973.0     10.0      
C79           c         53.0      46.0      23.0      22.0      463.0     10.0      
C80           c         64.0      51.0      12.0      257.0     633.0     10.0      
C81           c         26.0      69.0      8.0       57.0      515.0     10.0      
C82           c         29.0      37.0      29.0      12.0      315.0     10.0      
C83           c         48.0      42.0      17.0      451.0     847.0     10.0      
C84           c         27.0      60.0      7.0       253.0     481.0     10.0      
C85           c         32.0      48.0      16.0      21.0      462.0     10.0      
C86           c         16.0      17.0      4.0       27.0      376.0     10.0      
C87           c         35.0      54.0      5.0       32.0      332.0     10.0      
C88           c         0.0       0.0       11.0      66.0      389.0     10.0      
C89           c         27.0      25.0      12.0      24.0      565.0     10.0      
C90           c         23.0      17.0      12.0      472.0     657.0     10.0      
C91           c         58.0      19.0      12.0      355.0     862.0     10.0      
C92           c         16.0      8.0       19.0      682.0     758.0     10.0      
C93           c         53.0      43.0      18.0      582.0     813.0     10.0      
C94           c         53.0      9.0       27.0      37.0      319.0     10.0      
C95           c         40.0      23.0      11.0      416.0     733.0     10.0      
C96           c         68.0      41.0      14.0      320.0     744.0     10.0      
C97           c         53.0      3.0       9.0       664.0     881.0     10.0      
C98           c         37.0      15.0      2.0       78.0      476.0     10.0      
C99           c         17.0      54.0      4.0       422.0     754.0     10.0      

Q Vehicle fuel tank capacity /187.7/
C Vehicle load capacity /1000.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.2/
v average Velocity /1.0/
