StringID      Type      x         y         demand    ReadyTime DueDate   ServiceTime
D0            d         45.0      50.0      0.0       0.0       3400.0    0.0       
S0            f         45.0      50.0      0.0       0.0       3400.0    0.0       
S1            f         30.0      61.0      0.0       0.0       3400.0    0.0       
S2            f         76.0      35.0      0.0       0.0       3400.0    0.0       
S3            f         11.0      13.0      0.0       0.0       3400.0    0.0       
S4            f         81.0      92.0      0.0       0.0       3400.0    0.0       
S5            f         6.0       83.0      0.0       0.0       3400.0    0.0       
S6            f         71.0      48.0      0.0       0.0       3400.0    0.0       
S7            f         39.0      82.0      0.0       0.0       3400.0    0.0       
S8            f         22.0      45.0      0.0       0.0       3400.0    0.0       
S9            f         69.0      92.0      0.0       0.0       3400.0    0.0       
S10           f         2.0       37.0      0.0       0.0       3400.0    0.0       
S11           f         99.0      93.0      0.0       0.0       3400.0    0.0       
S12           f         12.0      23.0      0.0       0.0       3400.0    0.0       
S13           f         91.0      5.0       0.0       0.0       3400.0    0.0       
S14           f         7.0       72.0      0.0       0.0       3400.0    0.0       
S15           f         69.0      22.0      0.0       0.0       3400.0    0.0       
S16           f         61.0      61.0      0.0       0.0       3400.0    0.0       
S17           f         84.0      49.0      0.0       0.0       3400.0    0.0       
S18           f         29.0      2.0       0.0       0.0       3400.0    0.0       
S19           f         53.0      19.0      0.0       0.0       3400.0    0.0       
S20           f         83.0      69.0      0.0       0.0       3400.0    0.0       
C0            c         28.0      65.0      10.0      851.0     1491.0    90.0      
C1            c         35.0      61.0      10.0      612.0     1252.0    90.0      
C2            c         23.0      64.0      20.0      796.0     1436.0    90.0      
C3            c         29.0      61.0      20.0      2140.0    2780.0    90.0      
C4            c         36.0      55.0      10.0      613.0     1253.0    90.0      
C5            c         37.0      63.0      10.0      1669.0    2309.0    90.0      
C6            c         35.0      56.0      10.0      1045.0    1685.0    90.0      
C7            c         29.0      59.0      10.0      605.0     1245.0    90.0      
C8            c         35.0      57.0      20.0      54.0      694.0     90.0      
C9            c         31.0      57.0      30.0      739.0     1379.0    90.0      
C10           c         32.0      63.0      20.0      1060.0    1700.0    90.0      
C11           c         79.0      26.0      20.0      1223.0    1863.0    90.0      
C12           c         70.0      14.0      20.0      690.0     1330.0    90.0      
C13           c         70.0      15.0      20.0      622.0     1262.0    90.0      
C14           c         81.0      20.0      10.0      2071.0    2711.0    90.0      
C15           c         83.0      25.0      10.0      1571.0    2211.0    90.0      
C16           c         83.0      20.0      10.0      1313.0    1953.0    90.0      
C17           c         74.0      22.0      50.0      434.0     1074.0    90.0      
C18           c         80.0      20.0      10.0      1310.0    1950.0    90.0      
C19           c         82.0      21.0      10.0      1733.0    2373.0    90.0      
C20           c         78.0      26.0      30.0      1520.0    2160.0    90.0      
C21           c         37.0      34.0      10.0      262.0     902.0     90.0      
C22           c         27.0      25.0      10.0      450.0     1090.0    90.0      
C23           c         28.0      27.0      10.0      1784.0    2424.0    90.0      
C24           c         25.0      24.0      10.0      1380.0    2020.0    90.0      
C25           c         28.0      32.0      30.0      646.0     1286.0    90.0      
C26           c         28.0      30.0      10.0      750.0     1390.0    90.0      
C27           c         36.0      30.0      10.0      1781.0    2421.0    90.0      
C28           c         30.0      36.0      10.0      497.0     1137.0    90.0      
C29           c         32.0      31.0      20.0      228.0     868.0     90.0      
C30           c         12.0      15.0      10.0      444.0     1084.0    90.0      
C31           c         21.0      11.0      20.0      1108.0    1748.0    90.0      
C32           c         5.0       5.0       20.0      1402.0    2042.0    90.0      
C33           c         15.0      18.0      10.0      1289.0    1929.0    90.0      
C34           c         17.0      22.0      10.0      1273.0    1913.0    90.0      
C35           c         11.0      16.0      10.0      498.0     1138.0    90.0      
C36           c         19.0      13.0      20.0      797.0     1437.0    90.0      
C37           c         19.0      21.0      30.0      2234.0    2874.0    90.0      
C38           c         14.0      18.0      20.0      877.0     1517.0    90.0      
C39           c         17.0      20.0      10.0      564.0     1204.0    90.0      
C40           c         52.0      73.0      10.0      2170.0    2810.0    90.0      
C41           c         39.0      63.0      10.0      333.0     973.0     90.0      
C42           c         62.0      78.0      20.0      1406.0    2046.0    90.0      
C43           c         50.0      79.0      20.0      726.0     1366.0    90.0      
C44           c         56.0      66.0      30.0      408.0     1048.0    90.0      
C45           c         52.0      63.0      10.0      996.0     1636.0    90.0      
C46           c         55.0      66.0      40.0      2434.0    3074.0    90.0      
C47           c         54.0      70.0      20.0      1874.0    2514.0    90.0      
C48           c         49.0      65.0      40.0      1750.0    2390.0    90.0      
C49           c         17.0      76.0      10.0      1477.0    2117.0    90.0      
C50           c         5.0       71.0      10.0      2215.0    2855.0    90.0      
C51           c         1.0       89.0      10.0      570.0     1210.0    90.0      
C52           c         8.0       82.0      20.0      1187.0    1827.0    90.0      
C53           c         17.0      84.0      10.0      417.0     1057.0    90.0      
C54           c         16.0      81.0      10.0      1418.0    2058.0    90.0      
C55           c         11.0      79.0      20.0      965.0     1605.0    90.0      
C56           c         14.0      80.0      30.0      572.0     1212.0    90.0      
C57           c         9.0       81.0      10.0      892.0     1532.0    90.0      
C58           c         8.0       77.0      10.0      1661.0    2301.0    90.0      
C59           c         14.0      79.0      30.0      524.0     1164.0    90.0      
C60           c         57.0      37.0      40.0      2232.0    2872.0    90.0      
C61           c         59.0      27.0      20.0      959.0     1599.0    90.0      
C62           c         49.0      26.0      10.0      592.0     1232.0    90.0      
C63           c         50.0      33.0      30.0      2295.0    2935.0    90.0      
C64           c         58.0      32.0      10.0      1903.0    2543.0    90.0      
C65           c         50.0      39.0      20.0      380.0     1020.0    90.0      
C66           c         49.0      38.0      10.0      329.0     969.0     90.0      
C67           c         53.0      38.0      10.0      1314.0    1954.0    90.0      
C68           c         58.0      38.0      40.0      1267.0    1907.0    90.0      
C69           c         52.0      35.0      20.0      782.0     1422.0    90.0      
C70           c         53.0      38.0      10.0      197.0     837.0     90.0      
C71           c         53.0      36.0      10.0      312.0     952.0     90.0      
C72           c         91.0      73.0      30.0      1445.0    2085.0    90.0      
C73           c         91.0      75.0      20.0      803.0     1443.0    90.0      
C74           c         98.0      81.0      10.0      627.0     1267.0    90.0      
C75           c         86.0      67.0      20.0      642.0     1282.0    90.0      
C76           c         90.0      68.0      50.0      1608.0    2248.0    90.0      
C77           c         86.0      68.0      10.0      1510.0    2150.0    90.0      
C78           c         84.0      70.0      20.0      1537.0    2177.0    90.0      
C79           c         89.0      68.0      30.0      1235.0    1875.0    90.0      
C80           c         90.0      72.0      10.0      1215.0    1855.0    90.0      
C81           c         91.0      72.0      10.0      1644.0    2284.0    90.0      
C82           c         91.0      65.0      10.0      1268.0    1908.0    90.0      
C83           c         64.0      56.0      30.0      197.0     837.0     90.0      
C84           c         55.0      64.0      10.0      557.0     1197.0    90.0      
C85           c         72.0      68.0      40.0      851.0     1491.0    90.0      
C86           c         63.0      65.0      10.0      838.0     1478.0    90.0      
C87           c         65.0      59.0      40.0      2144.0    2784.0    90.0      
C88           c         69.0      53.0      10.0      1788.0    2428.0    90.0      
C89           c         62.0      51.0      30.0      458.0     1098.0    90.0      
C90           c         64.0      51.0      10.0      532.0     1172.0    90.0      
C91           c         61.0      59.0      10.0      274.0     914.0     90.0      
C92           c         68.0      87.0      30.0      1746.0    2386.0    90.0      
C93           c         60.0      81.0      20.0      2055.0    2695.0    90.0      
C94           c         78.0      82.0      20.0      1295.0    1935.0    90.0      
C95           c         68.0      89.0      10.0      731.0     1371.0    90.0      
C96           c         71.0      94.0      10.0      1788.0    2428.0    90.0      
C97           c         71.0      93.0      40.0      904.0     1544.0    90.0      
C98           c         73.0      91.0      10.0      737.0     1377.0    90.0      
C99           c         73.0      85.0      20.0      725.0     1365.0    90.0      

Q Vehicle fuel tank capacity /135.7/
C Vehicle load capacity /700.0/
r fuel consumption rate /1.0/
g inverse refueling rate /2.0/
v average Velocity /1.0/
