StringID      Type      x         y         demand    ReadyTime DueDate   ServiceTime
D0            d         45.0      50.0      0.0       0.0       3400.0    0.0       
S0            f         45.0      50.0      0.0       0.0       3400.0    0.0       
S1            f         30.0      61.0      0.0       0.0       3400.0    0.0       
S2            f         76.0      35.0      0.0       0.0       3400.0    0.0       
S3            f         11.0      13.0      0.0       0.0       3400.0    0.0       
S4            f         81.0      92.0      0.0       0.0       3400.0    0.0       
S5            f         6.0       83.0      0.0       0.0       3400.0    0.0       
S6            f         71.0      48.0      0.0       0.0       3400.0    0.0       
S7            f         39.0      82.0      0.0       0.0       3400.0    0.0       
S8            f         22.0      45.0      0.0       0.0       3400.0    0.0       
S9            f         69.0      92.0      0.0       0.0       3400.0    0.0       
S10           f         2.0       37.0      0.0       0.0       3400.0    0.0       
S11           f         99.0      93.0      0.0       0.0       3400.0    0.0       
S12           f         12.0      23.0      0.0       0.0       3400.0    0.0       
S13           f         91.0      5.0       0.0       0.0       3400.0    0.0       
S14           f         7.0       72.0      0.0       0.0       3400.0    0.0       
S15           f         69.0      22.0      0.0       0.0       3400.0    0.0       
S16           f         61.0      61.0      0.0       0.0       3400.0    0.0       
S17           f         84.0      49.0      0.0       0.0       3400.0    0.0       
S18           f         29.0      2.0       0.0       0.0       3400.0    0.0       
S19           f         53.0      19.0      0.0       0.0       3400.0    0.0       
S20           f         83.0      69.0      0.0       0.0       3400.0    0.0       
C0            c         28.0      65.0      10.0      0.0       3267.0    90.0      
C1            c         35.0      61.0      10.0      0.0       3273.0    90.0      
C2            c         23.0      64.0      20.0      0.0       3266.0    90.0      
C3            c         29.0      61.0      20.0      204.0     364.0     90.0      
C4            c         36.0      55.0      10.0      1033.0    1193.0    90.0      
C5            c         37.0      63.0      10.0      1875.0    2035.0    90.0      
C6            c         35.0      56.0      10.0      2277.0    2437.0    90.0      
C7            c         29.0      59.0      10.0      2269.0    2429.0    90.0      
C8            c         35.0      57.0      20.0      1701.0    1861.0    90.0      
C9            c         31.0      57.0      30.0      732.0     892.0     90.0      
C10           c         32.0      63.0      20.0      3128.0    3288.0    90.0      
C11           c         79.0      26.0      20.0      2344.0    2504.0    90.0      
C12           c         70.0      14.0      20.0      0.0       3262.0    90.0      
C13           c         70.0      15.0      20.0      0.0       3262.0    90.0      
C14           c         81.0      20.0      10.0      0.0       3259.0    90.0      
C15           c         83.0      25.0      10.0      2014.0    2174.0    90.0      
C16           c         83.0      20.0      10.0      800.0     960.0     90.0      
C17           c         74.0      22.0      50.0      0.0       3264.0    90.0      
C18           c         80.0      20.0      10.0      1568.0    1728.0    90.0      
C19           c         82.0      21.0      10.0      1341.0    1501.0    90.0      
C20           c         78.0      26.0      30.0      0.0       3263.0    90.0      
C21           c         37.0      34.0      10.0      0.0       3268.0    90.0      
C22           c         27.0      25.0      10.0      1840.0    2000.0    90.0      
C23           c         28.0      27.0      10.0      578.0     738.0     90.0      
C24           c         25.0      24.0      10.0      0.0       3265.0    90.0      
C25           c         28.0      32.0      30.0      348.0     508.0     90.0      
C26           c         28.0      30.0      10.0      2475.0    2635.0    90.0      
C27           c         36.0      30.0      10.0      0.0       3267.0    90.0      
C28           c         30.0      36.0      10.0      0.0       3267.0    90.0      
C29           c         32.0      31.0      20.0      1563.0    1723.0    90.0      
C30           c         12.0      15.0      10.0      2875.0    3035.0    90.0      
C31           c         21.0      11.0      20.0      1834.0    1994.0    90.0      
C32           c         5.0       5.0       20.0      425.0     585.0     90.0      
C33           c         15.0      18.0      10.0      2654.0    2814.0    90.0      
C34           c         17.0      22.0      10.0      0.0       3264.0    90.0      
C35           c         11.0      16.0      10.0      2078.0    2238.0    90.0      
C36           c         19.0      13.0      20.0      2754.0    2914.0    90.0      
C37           c         19.0      21.0      30.0      1030.0    1190.0    90.0      
C38           c         14.0      18.0      20.0      1762.0    1922.0    90.0      
C39           c         17.0      20.0      10.0      0.0       3263.0    90.0      
C40           c         52.0      73.0      10.0      0.0       3266.0    90.0      
C41           c         39.0      63.0      10.0      1496.0    1656.0    90.0      
C42           c         62.0      78.0      20.0      957.0     1117.0    90.0      
C43           c         50.0      79.0      20.0      0.0       3265.0    90.0      
C44           c         56.0      66.0      30.0      0.0       3268.0    90.0      
C45           c         52.0      63.0      10.0      1842.0    2002.0    90.0      
C46           c         55.0      66.0      40.0      2477.0    2637.0    90.0      
C47           c         54.0      70.0      20.0      3093.0    3253.0    90.0      
C48           c         49.0      65.0      40.0      0.0       3272.0    90.0      
C49           c         17.0      76.0      10.0      1072.0    1232.0    90.0      
C50           c         5.0       71.0      10.0      0.0       3261.0    90.0      
C51           c         1.0       89.0      10.0      1984.0    2144.0    90.0      
C52           c         8.0       82.0      20.0      569.0     729.0     90.0      
C53           c         17.0      84.0      10.0      2944.0    3104.0    90.0      
C54           c         16.0      81.0      10.0      579.0     739.0     90.0      
C55           c         11.0      79.0      20.0      2609.0    2769.0    90.0      
C56           c         14.0      80.0      30.0      2199.0    2359.0    90.0      
C57           c         9.0       81.0      10.0      2636.0    2796.0    90.0      
C58           c         8.0       77.0      10.0      0.0       3259.0    90.0      
C59           c         14.0      79.0      30.0      1931.0    2091.0    90.0      
C60           c         57.0      37.0      40.0      1055.0    1215.0    90.0      
C61           c         59.0      27.0      20.0      1474.0    1634.0    90.0      
C62           c         49.0      26.0      10.0      407.0     567.0     90.0      
C63           c         50.0      33.0      30.0      1194.0    1354.0    90.0      
C64           c         58.0      32.0      10.0      905.0     1065.0    90.0      
C65           c         50.0      39.0      20.0      0.0       3279.0    90.0      
C66           c         49.0      38.0      10.0      262.0     422.0     90.0      
C67           c         53.0      38.0      10.0      2250.0    2410.0    90.0      
C68           c         58.0      38.0      40.0      0.0       3270.0    90.0      
C69           c         52.0      35.0      20.0      1897.0    2057.0    90.0      
C70           c         53.0      38.0      10.0      205.0     365.0     90.0      
C71           c         53.0      36.0      10.0      2350.0    2510.0    90.0      
C72           c         91.0      73.0      30.0      266.0     426.0     90.0      
C73           c         91.0      75.0      20.0      2550.0    2710.0    90.0      
C74           c         98.0      81.0      10.0      1267.0    1427.0    90.0      
C75           c         86.0      67.0      20.0      1586.0    1746.0    90.0      
C76           c         90.0      68.0      50.0      227.0     387.0     90.0      
C77           c         86.0      68.0      10.0      2235.0    2395.0    90.0      
C78           c         84.0      70.0      20.0      2458.0    2618.0    90.0      
C79           c         89.0      68.0      30.0      2293.0    2453.0    90.0      
C80           c         90.0      72.0      10.0      321.0     481.0     90.0      
C81           c         91.0      72.0      10.0      1222.0    1382.0    90.0      
C82           c         91.0      65.0      10.0      0.0       3254.0    90.0      
C83           c         64.0      56.0      30.0      1341.0    1501.0    90.0      
C84           c         55.0      64.0      10.0      2623.0    2783.0    90.0      
C85           c         72.0      68.0      40.0      505.0     665.0     90.0      
C86           c         63.0      65.0      10.0      2511.0    2671.0    90.0      
C87           c         65.0      59.0      40.0      1046.0    1206.0    90.0      
C88           c         69.0      53.0      10.0      0.0       3266.0    90.0      
C89           c         62.0      51.0      30.0      2456.0    2616.0    90.0      
C90           c         64.0      51.0      10.0      2012.0    2172.0    90.0      
C91           c         61.0      59.0      10.0      797.0     957.0     90.0      
C92           c         68.0      87.0      30.0      2107.0    2267.0    90.0      
C93           c         60.0      81.0      20.0      691.0     851.0     90.0      
C94           c         78.0      82.0      20.0      1090.0    1250.0    90.0      
C95           c         68.0      89.0      10.0      0.0       3260.0    90.0      
C96           c         71.0      94.0      10.0      1230.0    1390.0    90.0      
C97           c         71.0      93.0      40.0      702.0     862.0     90.0      
C98           c         73.0      91.0      10.0      2143.0    2303.0    90.0      
C99           c         73.0      85.0      20.0      1327.0    1487.0    90.0      

Q Vehicle fuel tank capacity /135.7/
C Vehicle load capacity /700.0/
r fuel consumption rate /1.0/
g inverse refueling rate /2.0/
v average Velocity /1.0/
