StringID      Type      x         y         demand    ReadyTime DueDate   ServiceTime
D0            d         45.0      50.0      0.0       0.0       3400.0    0.0       
S0            f         45.0      50.0      0.0       0.0       3400.0    0.0       
S1            f         30.0      61.0      0.0       0.0       3400.0    0.0       
S2            f         76.0      35.0      0.0       0.0       3400.0    0.0       
S3            f         11.0      13.0      0.0       0.0       3400.0    0.0       
S4            f         81.0      92.0      0.0       0.0       3400.0    0.0       
S5            f         6.0       83.0      0.0       0.0       3400.0    0.0       
S6            f         71.0      48.0      0.0       0.0       3400.0    0.0       
S7            f         39.0      82.0      0.0       0.0       3400.0    0.0       
S8            f         22.0      45.0      0.0       0.0       3400.0    0.0       
S9            f         69.0      92.0      0.0       0.0       3400.0    0.0       
S10           f         2.0       37.0      0.0       0.0       3400.0    0.0       
S11           f         99.0      93.0      0.0       0.0       3400.0    0.0       
S12           f         12.0      23.0      0.0       0.0       3400.0    0.0       
S13           f         91.0      5.0       0.0       0.0       3400.0    0.0       
S14           f         7.0       72.0      0.0       0.0       3400.0    0.0       
S15           f         69.0      22.0      0.0       0.0       3400.0    0.0       
S16           f         61.0      61.0      0.0       0.0       3400.0    0.0       
S17           f         84.0      49.0      0.0       0.0       3400.0    0.0       
S18           f         29.0      2.0       0.0       0.0       3400.0    0.0       
S19           f         53.0      19.0      0.0       0.0       3400.0    0.0       
S20           f         83.0      69.0      0.0       0.0       3400.0    0.0       
C0            c         28.0      65.0      10.0      589.0     909.0     90.0      
C1            c         35.0      61.0      10.0      730.0     1050.0    90.0      
C2            c         23.0      64.0      20.0      1954.0    2274.0    90.0      
C3            c         29.0      61.0      20.0      487.0     807.0     90.0      
C4            c         36.0      55.0      10.0      1637.0    1957.0    90.0      
C5            c         37.0      63.0      10.0      179.0     499.0     90.0      
C6            c         35.0      56.0      10.0      735.0     1055.0    90.0      
C7            c         29.0      59.0      10.0      1963.0    2283.0    90.0      
C8            c         35.0      57.0      20.0      356.0     676.0     90.0      
C9            c         31.0      57.0      30.0      842.0     1162.0    90.0      
C10           c         32.0      63.0      20.0      1883.0    2203.0    90.0      
C11           c         79.0      26.0      20.0      1424.0    1744.0    90.0      
C12           c         70.0      14.0      20.0      1557.0    1877.0    90.0      
C13           c         70.0      15.0      20.0      1236.0    1556.0    90.0      
C14           c         81.0      20.0      10.0      654.0     974.0     90.0      
C15           c         83.0      25.0      10.0      508.0     828.0     90.0      
C16           c         83.0      20.0      10.0      1521.0    1841.0    90.0      
C17           c         74.0      22.0      50.0      2098.0    2418.0    90.0      
C18           c         80.0      20.0      10.0      1958.0    2278.0    90.0      
C19           c         82.0      21.0      10.0      1401.0    1721.0    90.0      
C20           c         78.0      26.0      30.0      478.0     798.0     90.0      
C21           c         37.0      34.0      10.0      69.0      389.0     90.0      
C22           c         27.0      25.0      10.0      1514.0    1834.0    90.0      
C23           c         28.0      27.0      10.0      608.0     928.0     90.0      
C24           c         25.0      24.0      10.0      475.0     795.0     90.0      
C25           c         28.0      32.0      30.0      1109.0    1429.0    90.0      
C26           c         28.0      30.0      10.0      928.0     1248.0    90.0      
C27           c         36.0      30.0      10.0      542.0     862.0     90.0      
C28           c         30.0      36.0      10.0      617.0     937.0     90.0      
C29           c         32.0      31.0      20.0      1747.0    2067.0    90.0      
C30           c         12.0      15.0      10.0      511.0     831.0     90.0      
C31           c         21.0      11.0      20.0      563.0     883.0     90.0      
C32           c         5.0       5.0       20.0      499.0     819.0     90.0      
C33           c         15.0      18.0      10.0      521.0     841.0     90.0      
C34           c         17.0      22.0      10.0      734.0     1054.0    90.0      
C35           c         11.0      16.0      10.0      705.0     1025.0    90.0      
C36           c         19.0      13.0      20.0      728.0     1048.0    90.0      
C37           c         19.0      21.0      30.0      1401.0    1721.0    90.0      
C38           c         14.0      18.0      20.0      2435.0    2755.0    90.0      
C39           c         17.0      20.0      10.0      1006.0    1326.0    90.0      
C40           c         52.0      73.0      10.0      1553.0    1873.0    90.0      
C41           c         39.0      63.0      10.0      1686.0    2006.0    90.0      
C42           c         62.0      78.0      20.0      961.0     1281.0    90.0      
C43           c         50.0      79.0      20.0      1952.0    2272.0    90.0      
C44           c         56.0      66.0      30.0      956.0     1276.0    90.0      
C45           c         52.0      63.0      10.0      487.0     807.0     90.0      
C46           c         55.0      66.0      40.0      567.0     887.0     90.0      
C47           c         54.0      70.0      20.0      2256.0    2576.0    90.0      
C48           c         49.0      65.0      40.0      144.0     464.0     90.0      
C49           c         17.0      76.0      10.0      2021.0    2341.0    90.0      
C50           c         5.0       71.0      10.0      557.0     877.0     90.0      
C51           c         1.0       89.0      10.0      592.0     912.0     90.0      
C52           c         8.0       82.0      20.0      2245.0    2565.0    90.0      
C53           c         17.0      84.0      10.0      581.0     901.0     90.0      
C54           c         16.0      81.0      10.0      1138.0    1458.0    90.0      
C55           c         11.0      79.0      20.0      1096.0    1416.0    90.0      
C56           c         14.0      80.0      30.0      2018.0    2338.0    90.0      
C57           c         9.0       81.0      10.0      613.0     933.0     90.0      
C58           c         8.0       77.0      10.0      729.0     1049.0    90.0      
C59           c         14.0      79.0      30.0      499.0     819.0     90.0      
C60           c         57.0      37.0      40.0      1249.0    1569.0    90.0      
C61           c         59.0      27.0      20.0      1168.0    1488.0    90.0      
C62           c         49.0      26.0      10.0      462.0     782.0     90.0      
C63           c         50.0      33.0      30.0      1644.0    1964.0    90.0      
C64           c         58.0      32.0      10.0      171.0     491.0     90.0      
C65           c         50.0      39.0      20.0      335.0     655.0     90.0      
C66           c         49.0      38.0      10.0      627.0     947.0     90.0      
C67           c         53.0      38.0      10.0      929.0     1249.0    90.0      
C68           c         58.0      38.0      40.0      52.0      372.0     90.0      
C69           c         52.0      35.0      20.0      548.0     868.0     90.0      
C70           c         53.0      38.0      10.0      321.0     641.0     90.0      
C71           c         53.0      36.0      10.0      609.0     929.0     90.0      
C72           c         91.0      73.0      30.0      575.0     895.0     90.0      
C73           c         91.0      75.0      20.0      1011.0    1331.0    90.0      
C74           c         98.0      81.0      10.0      1887.0    2207.0    90.0      
C75           c         86.0      67.0      20.0      1555.0    1875.0    90.0      
C76           c         90.0      68.0      50.0      896.0     1216.0    90.0      
C77           c         86.0      68.0      10.0      858.0     1178.0    90.0      
C78           c         84.0      70.0      20.0      866.0     1186.0    90.0      
C79           c         89.0      68.0      30.0      464.0     784.0     90.0      
C80           c         90.0      72.0      10.0      527.0     847.0     90.0      
C81           c         91.0      72.0      10.0      1226.0    1546.0    90.0      
C82           c         91.0      65.0      10.0      918.0     1238.0    90.0      
C83           c         64.0      56.0      30.0      944.0     1264.0    90.0      
C84           c         55.0      64.0      10.0      500.0     820.0     90.0      
C85           c         72.0      68.0      40.0      2319.0    2639.0    90.0      
C86           c         63.0      65.0      10.0      1615.0    1935.0    90.0      
C87           c         65.0      59.0      40.0      48.0      368.0     90.0      
C88           c         69.0      53.0      10.0      190.0     510.0     90.0      
C89           c         62.0      51.0      30.0      97.0      417.0     90.0      
C90           c         64.0      51.0      10.0      595.0     915.0     90.0      
C91           c         61.0      59.0      10.0      777.0     1097.0    90.0      
C92           c         68.0      87.0      30.0      2401.0    2721.0    90.0      
C93           c         60.0      81.0      20.0      1184.0    1504.0    90.0      
C94           c         78.0      82.0      20.0      1808.0    2128.0    90.0      
C95           c         68.0      89.0      10.0      596.0     916.0     90.0      
C96           c         71.0      94.0      10.0      2094.0    2414.0    90.0      
C97           c         71.0      93.0      40.0      1092.0    1412.0    90.0      
C98           c         73.0      91.0      10.0      2076.0    2396.0    90.0      
C99           c         73.0      85.0      20.0      2083.0    2403.0    90.0      

Q Vehicle fuel tank capacity /135.7/
C Vehicle load capacity /700.0/
r fuel consumption rate /1.0/
g inverse refueling rate /2.0/
v average Velocity /1.0/
