StringID      Type      x         y         demand    ReadyTime DueDate   ServiceTime
D0            d         45.0      50.0      0.0       0.0       1000.0    0.0       
S0            f         45.0      50.0      0.0       0.0       1000.0    0.0       
S1            f         30.0      61.0      0.0       0.0       1000.0    0.0       
S2            f         76.0      35.0      0.0       0.0       1000.0    0.0       
S3            f         11.0      13.0      0.0       0.0       1000.0    0.0       
S4            f         81.0      92.0      0.0       0.0       1000.0    0.0       
S5            f         6.0       83.0      0.0       0.0       1000.0    0.0       
S6            f         71.0      48.0      0.0       0.0       1000.0    0.0       
S7            f         39.0      82.0      0.0       0.0       1000.0    0.0       
S8            f         22.0      45.0      0.0       0.0       1000.0    0.0       
S9            f         69.0      92.0      0.0       0.0       1000.0    0.0       
S10           f         2.0       37.0      0.0       0.0       1000.0    0.0       
S11           f         99.0      93.0      0.0       0.0       1000.0    0.0       
S12           f         12.0      23.0      0.0       0.0       1000.0    0.0       
S13           f         91.0      5.0       0.0       0.0       1000.0    0.0       
S14           f         7.0       72.0      0.0       0.0       1000.0    0.0       
S15           f         69.0      22.0      0.0       0.0       1000.0    0.0       
S16           f         61.0      61.0      0.0       0.0       1000.0    0.0       
S17           f         84.0      49.0      0.0       0.0       1000.0    0.0       
S18           f         29.0      2.0       0.0       0.0       1000.0    0.0       
S19           f         53.0      19.0      0.0       0.0       1000.0    0.0       
S20           f         83.0      69.0      0.0       0.0       1000.0    0.0       
C0            c         74.0      20.0      20.0      783.0     903.0     10.0      
C1            c         77.0      21.0      20.0      348.0     468.0     10.0      
C2            c         81.0      20.0      10.0      383.0     503.0     10.0      
C3            c         83.0      25.0      10.0      612.0     732.0     10.0      
C4            c         83.0      20.0      10.0      468.0     588.0     10.0      
C5            c         74.0      22.0      50.0      756.0     876.0     10.0      
C6            c         80.0      20.0      10.0      40.0      160.0     10.0      
C7            c         82.0      21.0      10.0      223.0     343.0     10.0      
C8            c         78.0      26.0      30.0      62.0      182.0     10.0      
C9            c         37.0      34.0      10.0      18.0      138.0     10.0      
C10           c         11.0      77.0      10.0      204.0     324.0     10.0      
C11           c         9.0       81.0      10.0      792.0     912.0     10.0      
C12           c         8.0       82.0      20.0      49.0      169.0     10.0      
C13           c         17.0      84.0      10.0      663.0     783.0     10.0      
C14           c         16.0      81.0      10.0      552.0     672.0     10.0      
C15           c         11.0      79.0      20.0      652.0     772.0     10.0      
C16           c         14.0      80.0      30.0      474.0     594.0     10.0      
C17           c         9.0       81.0      10.0      625.0     745.0     10.0      
C18           c         8.0       77.0      10.0      575.0     695.0     10.0      
C19           c         14.0      79.0      30.0      43.0      163.0     10.0      
C20           c         57.0      37.0      40.0      619.0     739.0     10.0      
C21           c         16.0      13.0      20.0      762.0     882.0     10.0      
C22           c         9.0       12.0      20.0      412.0     532.0     10.0      
C23           c         15.0      18.0      10.0      547.0     667.0     10.0      
C24           c         17.0      22.0      10.0      514.0     634.0     10.0      
C25           c         11.0      16.0      10.0      767.0     887.0     10.0      
C26           c         19.0      13.0      20.0      140.0     260.0     10.0      
C27           c         19.0      21.0      30.0      634.0     754.0     10.0      
C28           c         14.0      18.0      20.0      778.0     898.0     10.0      
C29           c         17.0      20.0      10.0      522.0     642.0     10.0      
C30           c         52.0      73.0      10.0      787.0     907.0     10.0      
C31           c         65.0      86.0      20.0      394.0     514.0     10.0      
C32           c         73.0      88.0      20.0      342.0     462.0     10.0      
C33           c         68.0      89.0      10.0      677.0     797.0     10.0      
C34           c         71.0      94.0      10.0      789.0     909.0     10.0      
C35           c         71.0      93.0      40.0      633.0     753.0     10.0      
C36           c         73.0      91.0      10.0      668.0     788.0     10.0      
C37           c         73.0      85.0      20.0      160.0     280.0     10.0      
C38           c         91.0      73.0      20.0      542.0     662.0     10.0      
C39           c         91.0      73.0      10.0      771.0     891.0     10.0      
C40           c         86.0      67.0      20.0      27.0      147.0     10.0      
C41           c         90.0      68.0      50.0      487.0     607.0     10.0      
C42           c         86.0      68.0      10.0      108.0     228.0     10.0      
C43           c         84.0      70.0      20.0      514.0     634.0     10.0      
C44           c         89.0      68.0      30.0      238.0     358.0     10.0      
C45           c         90.0      72.0      10.0      767.0     887.0     10.0      
C46           c         91.0      72.0      10.0      199.0     319.0     10.0      
C47           c         91.0      65.0      10.0      767.0     887.0     10.0      
C48           c         64.0      56.0      30.0      446.0     566.0     10.0      
C49           c         48.0      10.0      7.0       401.0     521.0     10.0      
C50           c         12.0      50.0      6.0       15.0      135.0     10.0      
C51           c         39.0      1.0       8.0       602.0     722.0     10.0      
C52           c         2.0       51.0      17.0      458.0     578.0     10.0      
C53           c         67.0      4.0       15.0      792.0     912.0     10.0      
C54           c         46.0      15.0      13.0      489.0     609.0     10.0      
C55           c         43.0      4.0       18.0      54.0      174.0     10.0      
C56           c         1.0       45.0      17.0      800.0     920.0     10.0      
C57           c         6.0       49.0      14.0      316.0     436.0     10.0      
