StringID      Type      x         y         demand    ReadyTime DueDate   ServiceTime
D0            d         45.0      50.0      0.0       0.0       1000.0    0.0       
S0            f         45.0      50.0      0.0       0.0       1000.0    0.0       
S1            f         30.0      61.0      0.0       0.0       1000.0    0.0       
S2            f         76.0      35.0      0.0       0.0       1000.0    0.0       
S3            f         11.0      13.0      0.0       0.0       1000.0    0.0       
S4            f         81.0      92.0      0.0       0.0       1000.0    0.0       
S5            f         6.0       83.0      0.0       0.0       1000.0    0.0       
S6            f         71.0      48.0      0.0       0.0       1000.0    0.0       
S7            f         39.0      82.0      0.0       0.0       1000.0    0.0       
S8            f         22.0      45.0      0.0       0.0       1000.0    0.0       
S9            f         69.0      92.0      0.0       0.0       1000.0    0.0       
S10           f         2.0       37.0      0.0       0.0       1000.0    0.0       
S11           f         99.0      93.0      0.0       0.0       1000.0    0.0       
S12           f         12.0      23.0      0.0       0.0       1000.0    0.0       
S13           f         91.0      5.0       0.0       0.0       1000.0    0.0       
S14           f         7.0       72.0      0.0       0.0       1000.0    0.0       
S15           f         69.0      22.0      0.0       0.0       1000.0    0.0       
S16           f         61.0      61.0      0.0       0.0       1000.0    0.0       
S17           f         84.0      49.0      0.0       0.0       1000.0    0.0       
S18           f         29.0      2.0       0.0       0.0       1000.0    0.0       
S19           f         53.0      19.0      0.0       0.0       1000.0    0.0       
S20           f         83.0      69.0      0.0       0.0       1000.0    0.0       
C0            c         74.0      20.0      20.0      393.0     633.0     10.0      
C1            c         77.0      21.0      20.0      574.0     814.0     10.0      
C2            c         81.0      20.0      10.0      196.0     436.0     10.0      
C3            c         83.0      25.0      10.0      469.0     709.0     10.0      
C4            c         83.0      20.0      10.0      44.0      284.0     10.0      
C5            c         74.0      22.0      50.0      176.0     416.0     10.0      
C6            c         80.0      20.0      10.0      260.0     500.0     10.0      
C7            c         82.0      21.0      10.0      457.0     697.0     10.0      
C8            c         78.0      26.0      30.0      16.0      256.0     10.0      
C9            c         37.0      34.0      10.0      691.0     931.0     10.0      
C10           c         11.0      77.0      10.0      46.0      286.0     10.0      
C11           c         9.0       81.0      10.0      696.0     936.0     10.0      
C12           c         8.0       82.0      20.0      674.0     914.0     10.0      
C13           c         17.0      84.0      10.0      665.0     905.0     10.0      
C14           c         16.0      81.0      10.0      693.0     933.0     10.0      
C15           c         11.0      79.0      20.0      12.0      252.0     10.0      
C16           c         14.0      80.0      30.0      241.0     481.0     10.0      
C17           c         9.0       81.0      10.0      171.0     411.0     10.0      
C18           c         8.0       77.0      10.0      55.0      295.0     10.0      
C19           c         14.0      79.0      30.0      57.0      297.0     10.0      
C20           c         57.0      37.0      40.0      265.0     505.0     10.0      
C21           c         16.0      13.0      20.0      279.0     519.0     10.0      
C22           c         9.0       12.0      20.0      26.0      266.0     10.0      
C23           c         15.0      18.0      10.0      95.0      335.0     10.0      
C24           c         17.0      22.0      10.0      679.0     919.0     10.0      
C25           c         11.0      16.0      10.0      672.0     912.0     10.0      
C26           c         19.0      13.0      20.0      22.0      262.0     10.0      
C27           c         19.0      21.0      30.0      689.0     929.0     10.0      
C28           c         14.0      18.0      20.0      675.0     915.0     10.0      
C29           c         17.0      20.0      10.0      443.0     683.0     10.0      
C30           c         52.0      73.0      10.0      669.0     909.0     10.0      
C31           c         65.0      86.0      20.0      59.0      299.0     10.0      
C32           c         73.0      88.0      20.0      121.0     361.0     10.0      
C33           c         68.0      89.0      10.0      675.0     915.0     10.0      
C34           c         71.0      94.0      10.0      322.0     562.0     10.0      
C35           c         71.0      93.0      40.0      440.0     680.0     10.0      
C36           c         73.0      91.0      10.0      692.0     932.0     10.0      
C37           c         73.0      85.0      20.0      57.0      297.0     10.0      
C38           c         91.0      73.0      20.0      26.0      266.0     10.0      
C39           c         91.0      73.0      10.0      529.0     769.0     10.0      
C40           c         86.0      67.0      20.0      137.0     377.0     10.0      
C41           c         90.0      68.0      50.0      657.0     897.0     10.0      
C42           c         86.0      68.0      10.0      602.0     842.0     10.0      
C43           c         84.0      70.0      20.0      59.0      299.0     10.0      
C44           c         89.0      68.0      30.0      698.0     938.0     10.0      
C45           c         90.0      72.0      10.0      104.0     344.0     10.0      
C46           c         91.0      72.0      10.0      634.0     874.0     10.0      
C47           c         91.0      65.0      10.0      267.0     507.0     10.0      
C48           c         64.0      56.0      30.0      510.0     750.0     10.0      
C49           c         48.0      10.0      7.0       592.0     832.0     10.0      
C50           c         12.0      50.0      6.0       668.0     908.0     10.0      
C51           c         39.0      1.0       8.0       143.0     383.0     10.0      
C52           c         2.0       51.0      17.0      249.0     489.0     10.0      
C53           c         67.0      4.0       15.0      496.0     736.0     10.0      
C54           c         46.0      15.0      13.0      76.0      316.0     10.0      
C55           c         43.0      4.0       18.0      382.0     622.0     10.0      
C56           c         1.0       45.0      17.0      30.0      270.0     10.0      
C57           c         6.0       49.0      14.0      472.0     712.0     10.0      
