StringID      Type      x         y         demand    ReadyTime DueDate   ServiceTime
D0            d         45.0      50.0      0.0       0.0       1000.0    0.0       
S0            f         45.0      50.0      0.0       0.0       1000.0    0.0       
S1            f         30.0      61.0      0.0       0.0       1000.0    0.0       
S2            f         76.0      35.0      0.0       0.0       1000.0    0.0       
S3            f         11.0      13.0      0.0       0.0       1000.0    0.0       
S4            f         81.0      92.0      0.0       0.0       1000.0    0.0       
S5            f         6.0       83.0      0.0       0.0       1000.0    0.0       
S6            f         71.0      48.0      0.0       0.0       1000.0    0.0       
S7            f         39.0      82.0      0.0       0.0       1000.0    0.0       
S8            f         22.0      45.0      0.0       0.0       1000.0    0.0       
S9            f         69.0      92.0      0.0       0.0       1000.0    0.0       
S10           f         2.0       37.0      0.0       0.0       1000.0    0.0       
S11           f         99.0      93.0      0.0       0.0       1000.0    0.0       
S12           f         12.0      23.0      0.0       0.0       1000.0    0.0       
S13           f         91.0      5.0       0.0       0.0       1000.0    0.0       
S14           f         7.0       72.0      0.0       0.0       1000.0    0.0       
S15           f         69.0      22.0      0.0       0.0       1000.0    0.0       
S16           f         61.0      61.0      0.0       0.0       1000.0    0.0       
S17           f         84.0      49.0      0.0       0.0       1000.0    0.0       
S18           f         29.0      2.0       0.0       0.0       1000.0    0.0       
S19           f         53.0      19.0      0.0       0.0       1000.0    0.0       
S20           f         83.0      69.0      0.0       0.0       1000.0    0.0       
C0            c         74.0      20.0      20.0      475.0     864.0     10.0      
C1            c         77.0      21.0      20.0      75.0      435.0     10.0      
C2            c         81.0      20.0      10.0      101.0     484.0     10.0      
C3            c         83.0      25.0      10.0      374.0     778.0     10.0      
C4            c         83.0      20.0      10.0      72.0      645.0     10.0      
C5            c         74.0      22.0      50.0      408.0     860.0     10.0      
C6            c         80.0      20.0      10.0      325.0     812.0     10.0      
C7            c         82.0      21.0      10.0      372.0     919.0     10.0      
C8            c         78.0      26.0      30.0      341.0     787.0     10.0      
C9            c         37.0      34.0      10.0      23.0      418.0     10.0      
C10           c         11.0      77.0      10.0      66.0      546.0     10.0      
C11           c         9.0       81.0      10.0      143.0     548.0     10.0      
C12           c         8.0       82.0      20.0      163.0     577.0     10.0      
C13           c         17.0      84.0      10.0      266.0     894.0     10.0      
C14           c         16.0      81.0      10.0      286.0     802.0     10.0      
C15           c         11.0      79.0      20.0      86.0      526.0     10.0      
C16           c         14.0      80.0      30.0      259.0     773.0     10.0      
C17           c         9.0       81.0      10.0      379.0     884.0     10.0      
C18           c         8.0       77.0      10.0      83.0      493.0     10.0      
C19           c         14.0      79.0      30.0      147.0     675.0     10.0      
C20           c         57.0      37.0      40.0      298.0     754.0     10.0      
C21           c         16.0      13.0      20.0      68.0      692.0     10.0      
C22           c         9.0       12.0      20.0      141.0     690.0     10.0      
C23           c         15.0      18.0      10.0      176.0     679.0     10.0      
C24           c         17.0      22.0      10.0      64.0      569.0     10.0      
C25           c         11.0      16.0      10.0      219.0     712.0     10.0      
C26           c         19.0      13.0      20.0      98.0      512.0     10.0      
C27           c         19.0      21.0      30.0      344.0     798.0     10.0      
C28           c         14.0      18.0      20.0      107.0     607.0     10.0      
C29           c         17.0      20.0      10.0      446.0     889.0     10.0      
C30           c         52.0      73.0      10.0      82.0      589.0     10.0      
C31           c         65.0      86.0      20.0      85.0      491.0     10.0      
C32           c         73.0      88.0      20.0      354.0     776.0     10.0      
C33           c         68.0      89.0      10.0      304.0     838.0     10.0      
C34           c         71.0      94.0      10.0      478.0     910.0     10.0      
C35           c         71.0      93.0      40.0      238.0     687.0     10.0      
C36           c         73.0      91.0      10.0      249.0     714.0     10.0      
C37           c         73.0      85.0      20.0      190.0     660.0     10.0      
C38           c         91.0      73.0      20.0      116.0     559.0     10.0      
C39           c         91.0      73.0      10.0      437.0     898.0     10.0      
C40           c         86.0      67.0      20.0      45.0      606.0     10.0      
C41           c         90.0      68.0      50.0      372.0     744.0     10.0      
C42           c         86.0      68.0      10.0      94.0      577.0     10.0      
C43           c         84.0      70.0      20.0      85.0      549.0     10.0      
C44           c         89.0      68.0      30.0      465.0     932.0     10.0      
C45           c         90.0      72.0      10.0      349.0     858.0     10.0      
C46           c         91.0      72.0      10.0      164.0     591.0     10.0      
C47           c         91.0      65.0      10.0      331.0     718.0     10.0      
C48           c         64.0      56.0      30.0      90.0      567.0     10.0      
C49           c         48.0      10.0      7.0       98.0      634.0     10.0      
C50           c         12.0      50.0      6.0       353.0     779.0     10.0      
C51           c         39.0      1.0       8.0       141.0     558.0     10.0      
C52           c         2.0       51.0      17.0      171.0     616.0     10.0      
C53           c         67.0      4.0       15.0      189.0     770.0     10.0      
C54           c         46.0      15.0      13.0      321.0     743.0     10.0      
C55           c         43.0      4.0       18.0      259.0     796.0     10.0      
C56           c         1.0       45.0      17.0      145.0     587.0     10.0      
C57           c         6.0       49.0      14.0      321.0     803.0     10.0      
